wavelength,intensity
7422.52,13385.73
7424.77,13441.74
7427.02,13656.19
7429.27,13860.82
7431.52,14025.69
7433.77,14121.89
7436.03,14086.29
7438.28,14082.27
7440.53,14167.22
7442.78,14228.57
7445.03,14140.17
7447.28,14050.39
7449.53,14049.59
7451.78,14131.19
7454.03,14301.23
7456.28,14482.57
7458.53,14626.65
7460.78,14791.21
7463.03,15018.61
7465.28,15182.89
7467.53,15235.61
7469.78,15303.98
7472.04,15264.41
7474.29,15176.25
7476.54,15181
7478.79,15198.54
7481.04,15273.45
7483.29,15450.13
7485.54,15689.32
7487.79,15992.34
7490.04,16298.92
7492.29,16533.09
7494.54,16680.43
7496.79,16700.74
7499.04,16683.73
7501.29,16764.77
7503.54,16819.13
7505.79,16841.6
7508.05,16993.22
7510.3,17398.45
7512.55,17752.79
7514.8,18152.74
7517.05,18771
7519.3,19207.36
7521.55,19538.26
7523.8,19919.01
7526.05,20302.22
7528.3,20660.06
7530.55,20948.93
7532.8,21200.34
7535.05,21582.53
7537.3,22152.98
7539.55,22858.46
7541.8,23670.25
7544.05,24693.14
7546.31,25851.9
7548.56,27017.34
7550.81,28156.77
7553.06,29225.5
7555.31,30162.12
7557.56,31038.58
7559.81,32092.4
7562.06,33203.68
7564.31,34393.94
7566.56,35899.88
7568.81,37651.47
7571.06,39475.72
7573.31,41314.62
7575.56,43091.93
7577.81,44479.62
7580.06,45335.48
7582.32,45729
7584.57,45725.5
7586.82,45053.36
7589.07,43775.47
7591.32,42086.43
7593.57,38623.63
7595.82,33823.37
7598.07,29196.03
7600.32,25557.61
7602.57,23324.69
7604.82,22631.12
7607.07,23348.01
7609.32,24957.27
7611.57,27308.15
7613.82,29844.64
7616.07,31346.66
7618.33,31849.9
7620.58,31230.66
7622.83,29462.44
7625.08,27578.93
7627.33,26007.45
7629.58,24851.59
7631.83,24129.44
7634.08,23735.8
7636.33,23467.35
7638.58,23193.24
7640.83,22983.07
7643.08,22708.48
7645.33,22353.59
7647.58,22032.63
7649.83,21747.84
7652.08,21512.35
7654.34,21348.53
7656.59,21248.02
7658.84,21212.66
7661.09,21263.64
7663.34,21392.54
7665.59,21539.02
7667.84,21568.96
7670.09,21420.99
7672.34,21171.44
7674.59,20878.96
7676.84,20430.5
7679.09,19861.25
7681.34,19471.39
7683.59,19142.54
7685.84,18776.79
7688.09,18490.04
7690.35,18484.07
7692.6,18475.96
7694.85,18380.78
7697.1,18490.53
7699.35,18377.06
7701.6,18003.05
7703.85,17649.3
7706.1,17293.12
7708.35,16860.19
7710.6,16373.17
7712.85,15919.16
7715.1,15628.9
7717.35,15533.5
7719.6,15544.34
7721.85,15517.51
7724.1,15489.33
7726.36,15516.26
7728.61,15571.12
7730.86,15520.24
7733.11,15291.44
7735.36,14966.81
7737.61,14692.8
7739.86,14319.65
7742.11,14006.98
7744.36,13906.32
7746.61,13745.54
7748.86,13661.91
7751.11,13720.4
7753.36,13808.5
7755.61,13921.81
7757.86,13982.78
7760.11,13965.37
7762.36,13925.67
7764.62,13758.87
7766.87,13526.79
